dataTime,Temperature (ºC),Relative_Humidity (prc),Precipitation (mm),Solar_Radiation (W/m2),Wind_direction (º),Wind_Speed (Km/h),
06:45:00,8.938205621,77.28401901,0,3.06921133,62.9627469,18.72278507,
06:50:00,6.688246509,78.29418268,0,1.881085593,62.87593777,17.77686964,
06:55:00,9.144694025,78.02612821,0,2.415772348,63.37165738,18.41785945,
07:00:00,8.77889845,75,0,98.79,296.56506,17.313717,
07:05:00,8.255660769,74.62555694,0,99.62696185,297.0287634,17.75133024,
07:10:00,10.36359033,75.35844881,0,98.46435206,296.3829064,16.4930552,
07:15:00,7.216350339,74.29579027,0,98.7392129,297.3561556,17.57767401,
07:20:00,9.772763858,74.95667384,0,98.29698619,295.7075936,16.52747804,
07:25:00,9.455670993,75.94392864,0,98.48418531,296.6396083,16.81277689,
07:30:00,8.852861822,75.36845748,0,98.42361867,296.9846093,18.26795342,
07:35:00,9.724468274,75.10983846,0,99.04220118,296.1669411,18.06881285,
07:40:00,8.872411293,74.46560354,0,98.12341477,297.357206,16.71050378,
07:45:00,8.200427993,75.45008695,0,98.85588412,296.311565,16.38222643,
07:50:00,10.30208236,74.19940065,0,97.90119046,297.16646,17.87671891,
07:55:00,9.761375083,74.18776827,0,99.36288746,296.5795236,17.6758866,
08:00:00,11.6348993,67,0,256.32,270,17.294992,
08:05:00,12.75333512,67.73067355,0,257.240118,270.4761885,16.91317209,
08:10:00,12.18030828,67.53038254,0,256.7845875,269.6857974,17.10087519,
08:15:00,11.60976289,67.78397985,0,256.9396782,269.2238353,17.93412829,
08:20:00,11.99336992,67.67574106,0,256.5149202,269.2141635,17.05116279,
08:25:00,11.84251907,66.4455471,0,256.3152198,269.3368796,17.26391456,
08:30:00,12.24576894,66.77188287,0,257.0248771,270.9655603,17.14081053,
08:35:00,11.77493882,66.62278212,0,256.9019603,269.5959253,17.67251511,
08:40:00,11.28498916,67.96808338,0,256.9268327,270.967796,16.45512119,
08:45:00,12.5918472,67.71003999,0,256.0495993,270.7921361,18.08349565,
08:50:00,13.1107748,67.76244296,0,255.6741975,269.6222696,16.80167606,
08:55:00,10.3530386,66.17485708,0,257.1563874,270.0129637,18.06898533,
09:00:00,14.9668993,60,0,420.08,360,17.339897,
09:05:00,16.25825544,59.17229866,0,419.4877284,359.9657858,17.95488032,
09:10:00,15.87445029,60.6403551,0,419.3769481,360.8086783,18.17068891,
09:15:00,16.0032037,59.88635075,0,420.6363527,360.8246565,16.95475843,
09:20:00,14.98302934,59.28913469,0,419.1339153,359.8617116,17.61045077,
09:25:00,14.36588299,59.41926954,0,420.6480324,360.7395479,17.74643546,
09:30:00,13.64114084,59.57281276,0,420.4498989,360.2347455,17.13492327,
09:35:00,15.26086673,59.65461014,0,419.1444325,359.2814606,18.05503608,
09:40:00,15.26296199,59.99178012,0,419.1803427,360.1162928,16.98424059,
09:45:00,15.08042803,60.59869754,0,421.022447,360.6868556,17.49364264,
09:50:00,16.01960916,60.78317752,0,419.26926,359.8172887,17.34960054,
09:55:00,14.66857314,60.56241848,0,419.7902929,359.8802888,17.76653576,
10:00:00,19.0978993,54,0,574.05,34.99202,15.119999,
10:05:00,17.96024438,53.11264931,0,574.1354763,34.40978744,14.81206489,
10:10:00,20.64797062,54.74806435,0,574.6821326,35.63578995,15.65082758,
10:15:00,20.31909766,53.87654846,0,574.7639401,35.4859605,15.15984884,
10:20:00,19.35578212,54.09253487,0,573.2892322,35.46765459,14.87821069,
10:25:00,20.19925897,54.96381048,0,573.9749699,34.33665299,14.33284157,
10:30:00,19.67111556,53.53751224,0,574.9410364,35.72823472,15.49886783,
10:35:00,17.88583711,54.00153705,0,574.4689639,34.74398168,15.83171495,
10:40:00,18.01708696,53.17539031,0,574.0986839,35.12723732,15.44368652,
10:45:00,20.64975799,53.37420487,0,574.0083149,35.85527453,15.57066457,
10:50:00,20.20175274,53.11014386,0,573.3657451,35.04671751,15.24941391,
10:55:00,19.6037107,54.39608141,0,574.5971603,35.18249359,15.59150813,
11:00:00,22.7188993,49,0,707.55,23.629364,7.754637,
11:05:00,22.95530808,48.18225577,0,708.3481052,23.79316761,7.023052499,
11:10:00,22.76127236,48.16051885,0,706.6046684,24.47929838,7.29071087,
11:15:00,21.26366441,49.15364515,0,706.5815179,23.2409476,7.680544874,
11:20:00,21.54813779,49.03194803,0,707.0919161,23.74191218,7.900654467,
11:25:00,22.20749433,49.08816598,0,707.6126502,23.4682545,7.434326748,
11:30:00,22.13461913,48.12353008,0,706.8378516,24.19652837,8.492869171,
11:35:00,23.52300082,48.43404763,0,706.7035986,23.3155876,8.358969814,
11:40:00,24.18787709,48.07571382,0,706.7388595,22.82276751,8.740882822,
11:45:00,23.59373229,48.74530655,0,708.0452176,24.16660578,7.781499832,
11:50:00,21.96713501,49.33640745,0,707.0713991,24.33758004,8.020917983,
11:55:00,22.82666614,48.42903919,0,708.2990887,24.20352421,8.499642539,
12:00:00,25.540901,39,0,810.79,24.775131,4.8433046,
12:05:00,25.29131799,38.12602852,0,811.6826131,24.27621598,3.925413124,
12:10:00,25.21926442,38.15889133,0,810.7856807,24.3298114,4.020736108,
12:15:00,26.72445036,38.65985918,0,810.0853738,24.40030188,4.177932588,
12:20:00,26.17504824,38.74069305,0,809.8951323,25.53109037,4.117734872,
12:25:00,24.19294624,38.58904513,0,810.4665723,24.742207,4.8034355,
12:30:00,25.49410247,38.63762553,0,810.6913615,25.13350186,5.44394551,
12:35:00,26.38541116,38.91838464,0,811.5611877,25.42447319,3.850493691,
12:40:00,26.72169747,39.09800357,0,810.9273433,23.93809262,4.000317875,
12:45:00,25.42495024,39.60281728,0,811.373365,25.22073438,4.763938378,
12:50:00,24.4119271,39.17253431,0,810.0676042,23.94001162,5.012778737,
12:55:00,24.87659229,39.55614664,0,810.3295327,25.43820291,5.71451235,
13:00:00,27.7508976,33,0,876.64996,41.987198,5.315336,
13:05:00,26.34145387,33.32137391,0,876.4514605,41.05061667,4.89098731,
13:10:00,26.9597403,32.94077783,0,876.2649119,42.47224524,5.036130139,
13:15:00,29.15111077,33.08579939,0,875.8665045,41.38924823,4.603173364,
13:20:00,26.83501506,33.75259641,0,876.5750263,42.6431524,6.150272805,
13:25:00,28.37556705,33.61462362,0,876.9783217,41.16026069,5.384680009,
13:30:00,26.06147845,33.223815,0,876.7913854,42.34609654,4.627763263,
13:35:00,27.96311198,32.1686452,0,876.8625711,42.26963599,6.023434361,
13:40:00,26.85360933,33.15672661,0,877.0273235,41.6580581,5.324866548,
13:45:00,27.91246034,33.59567693,0,875.9663656,42.28867435,5.373525548,
13:50:00,26.50162784,33.07713795,0,876.2910637,42.15360728,5.389716299,
13:55:00,27.34806478,32.947709,0,877.2629474,42.79617257,5.557547191,
14:00:00,30.096901,29,0,893.56,360,4.68,
14:05:00,29.302716,28.1920433,0,893.7796413,360.0907362,5.006657979,
14:10:00,31.03819938,29.62915165,0,893.7674252,360.0375873,4.183031872,
14:15:00,29.13381782,29.97341242,0,893.3651408,359.7084831,5.588019103,
14:20:00,30.36856429,28.33351884,0,894.3290533,360.6579251,4.614508536,
14:25:00,30.41188014,29.71285987,0,892.7575458,359.6207233,4.621599766,
14:30:00,30.82068947,28.15712674,0,894.1549239,360.2849469,4.71454042,
14:35:00,31.33687028,28.48382736,0,893.138066,359.2630676,4.973117819,
14:40:00,28.79615153,28.17064007,0,892.7293643,360.6016837,3.850726358,
14:45:00,29.61115791,29.53977249,0,892.5705195,359.0041376,4.100652371,
14:50:00,29.18935899,28.60620365,0,892.76792,359.2565955,5.329277095,
14:55:00,29.94935098,28.7258806,0,894.0133232,360.5682534,3.825098608,
15:00:00,31.405901,27,0,870.42,16.69925,3.4152596,
15:05:00,31.80489215,26.4773418,0,869.479768,16.76029755,4.399780363,
15:10:00,32.33487439,26.33134379,0,869.484723,16.85986761,3.945214328,
15:15:00,30.28293063,27.21356838,0,871.1978783,17.51258568,2.466167944,
15:20:00,30.88939928,27.32478053,0,869.5232379,17.58656617,3.257681552,
15:25:00,32.24765834,26.18960291,0,870.9575904,17.62720382,3.163127322,
15:30:00,30.54573744,27.99088961,0,870.6003664,16.3850612,2.457875108,
15:35:00,29.9424992,27.61764513,0,869.716361,16.78121517,3.397874458,
15:40:00,31.77594987,27.16523418,0,869.5292347,15.78886493,3.312723689,
15:45:00,29.86543495,26.65647753,0,870.384804,16.26317307,3.199205469,
15:50:00,31.35018331,27.91624252,0,869.799812,15.7894807,3.860605885,
15:55:00,30.5380369,26.95503792,0,871.3927454,16.88848914,2.95911886,
16:00:00,32.1708993,26,0,803.67,30.963745,1.484318,
16:05:00,30.8531597,26.96070141,0,803.5777323,30.87226101,2.121019296,
16:10:00,30.77756568,25.87143622,0,803.2709076,31.86247942,2.383459175,
16:15:00,33.75517238,25.33283434,0,803.2672929,30.42994343,0.962144548,
16:20:00,31.96297532,26.5877349,0,803.2009812,31.82357572,1.858590298,
16:25:00,31.98237035,25.74373478,0,802.810162,30.5454153,0.593314194,
16:30:00,33.17726969,25.23979964,0,802.7955432,30.58812279,2.377230162,
16:35:00,32.40700878,26.64050732,0,803.9648145,31.39461013,0.496320059,
16:40:00,31.69092348,26.38917671,0,803.1223399,31.54898945,0.924859269,
16:45:00,32.13668132,25.9315461,0,804.4645918,31.41389362,1.916317057,
16:50:00,32.08851946,25.7666805,0,804.4675054,31.88890937,1.421583513,
16:55:00,32.12553167,26.91274251,0,803.6420522,30.29385049,1.317053616,
17:00:00,32.5788976,26,0,698.64996,33.690063,1.484318,
17:05:00,32.20885045,25.64449652,0,699.0792978,33.36401288,1.121292215,
17:10:00,31.0151331,26.98919458,0,697.9500382,32.8544811,0.608803459,
17:15:00,30.97879886,25.53116501,0,698.7571231,34.35901736,2.427588609,
17:20:00,33.13207896,26.72925571,0,697.724178,33.66747899,2.261227892,
17:25:00,32.5834095,26.01973442,0,699.10549,33.70656753,0.777764943,
17:30:00,33.7336839,26.36165859,0,698.9269076,33.45724026,2.21744461,
17:35:00,31.51535555,25.23666098,0,699.5742787,32.7344166,2.010853924,
17:40:00,33.8958968,25.92338799,0,697.9444709,33.20182064,0.547901079,
17:45:00,32.80431998,25.00476382,0,699.2192843,34.32995375,0.871835032,
17:50:00,32.58600069,25.75205161,0,699.1179399,34.66822595,2.153857174,
17:55:00,32.34862528,26.44547149,0,698.273794,32.96981507,2.344477006,
18:00:00,32.4598993,25,0,566.93,33.690063,3.219938,
18:05:00,30.81956433,25.13903761,0,565.9753556,33.42438071,2.774649258,
18:10:00,33.32811154,24.85610355,0,566.743787,33.60230785,3.230031846,
18:15:00,32.30841669,24.55528984,0,567.8434387,33.32883617,3.421233108,
18:20:00,33.48618429,25.10374411,0,566.2040892,33.81896536,3.406518849,
18:25:00,32.47194373,25.01329793,0,566.0158129,34.07826753,2.735466451,
18:30:00,31.63952847,24.11447155,0,565.9860136,32.69311328,3.228233363,
18:35:00,32.98615542,25.6886301,0,566.493858,33.92257806,2.943957101,
18:40:00,30.76502674,24.61047681,0,566.6126329,32.87213337,3.565809078,
18:45:00,33.071476,24.95434595,0,567.0038115,32.90413863,3.772981297,
18:50:00,31.21296728,25.42016187,0,566.2689695,33.77840371,3.131477083,
18:55:00,33.58350681,24.17979819,0,567.9208924,33.61650312,4.070243946,
19:00:00,31.949901,26,0,411.18,47.489548,4.8433046,
19:05:00,30.74646047,26.86739339,0,410.6180057,47.49718624,4.549756464,
19:10:00,32.25548224,25.7244108,0,411.957212,48.47285442,4.481219544,
19:15:00,32.58494499,26.06317669,0,410.6000276,46.68840241,5.243150921,
19:20:00,32.29231899,26.17989843,0,411.127896,47.77512332,5.219173446,
19:25:00,33.56083036,26.49745396,0,410.6222245,47.00043475,5.557117257,
19:30:00,32.70647049,25.61083631,0,410.6300617,46.68160695,4.952992339,
19:35:00,32.6650447,26.71767587,0,411.1532917,47.86552643,4.439433433,
19:40:00,32.07443703,26.90335111,0,411.827958,48.16664954,4.193512018,
19:45:00,32.89359859,25.0597607,0,411.4804658,47.68223545,5.107146719,
19:50:00,30.88499616,26.36612577,0,410.4486305,48.06157784,4.307727027,
19:55:00,31.26576727,26.14500709,0,410.4430311,48.08006383,4.776315354,
20:00:00,31.1848993,27,0,253.65,51.842773,6.989936,
20:05:00,32.79843986,26.25782004,0,253.1856135,51.15114922,7.254359251,
20:10:00,30.71785603,26.01298174,0,253.0306146,51.22635445,7.418596664,
20:15:00,30.83138822,27.67115413,0,254.5862964,52.23354409,6.010145164,
20:20:00,30.16833354,27.91086838,0,254.2581716,52.39043928,6.378599347,
20:25:00,32.26893063,27.74267456,0,254.161032,52.24866925,7.179322285,
20:30:00,30.47237923,26.31885162,0,253.9353121,51.11205034,6.708700855,
20:35:00,29.53193075,26.25545996,0,253.8831949,52.64559196,7.079572012,
20:40:00,30.45319229,27.91140912,0,252.7935402,52.77685292,6.70292982,
20:45:00,32.62458616,27.76284621,0,254.0533872,50.93584699,7.844057322,
20:50:00,32.22292205,26.69612818,0,254.0667741,52.4501292,6.887810999,
20:55:00,31.35051665,26.82387713,0,253.911403,52.24975345,6.471416713,
21:00:00,29.824901,30,0,98.79,51.842773,8.217153,
21:05:00,30.26504218,29.46693801,0,99.52895281,52.06035292,8.618929911,
21:10:00,28.74724797,30.08673893,0,99.41252373,52.63133139,8.278398397,
21:15:00,29.39764912,29.40849664,0,99.76310921,52.49022254,7.322533952,
21:20:00,30.52044726,30.63496516,0,98.60818937,51.72936288,8.261668119,
21:25:00,29.96652407,29.57040105,0,98.27542241,51.87429702,7.813673853,
21:30:00,29.38650168,30.54942121,0,98.1038867,52.13797646,7.367153367,
21:35:00,29.93777486,30.41873608,0,99.36123258,51.47460165,8.240234996,
21:40:00,29.84173547,29.80045103,0,98.78295953,51.70815186,8.473507129,
21:45:00,31.3856221,29.16148391,0,98.65257553,51.30007468,8.669126111,
21:50:00,29.31391616,30.69810174,0,99.52210672,52.02318393,8.053851774,
21:55:00,30.69514196,29.35938642,0,99.56511937,52.24908849,8.989446591,
22:00:00,27.5128993,40,0,1.78,84.289406,7.2805495,
22:05:00,26.842779,39.10284655,0,1.023661405,84.58049225,7.463787777,
22:10:00,27.00071376,40.74233173,0,0.879183814,83.9831128,7.29516837,
22:15:00,29.16520094,39.553094,0,1.043349975,83.54657249,7.720999613,
22:20:00,26.07579872,40.76171029,0,0.906057515,84.82478998,6.796011552,
22:25:00,28.28957824,39.84861649,0,2.358240588,84.09728491,6.628851476,
22:30:00,26.33261396,40.91640784,0,1.693031667,84.90691373,6.926045019,
22:35:00,28.54155816,39.2546917,0,1.266584667,85.0416601,7.089987165,
22:40:00,27.90386321,39.98099621,0,2.57543989,83.95141552,7.61574968,
22:45:00,26.14806048,39.33353535,0,2.730164227,84.14854627,7.265851509,
22:50:00,27.02094654,40.87245597,0,1.984996805,84.95111492,7.984566347,
22:55:00,28.34325015,39.39631631,0,1.162418072,84.44972149,6.79853364,
23:00:00,24.7758993,47,0,0,137.48955,9.565437,
23:05:00,23.40043188,47.63923205,0,0,138.1266051,9.362348323,
23:10:00,23.33930061,47.3493863,0,0,137.1806122,8.78052357,
23:15:00,24.38711535,47.43644816,0,0,138.4277052,9.412263368,
23:20:00,25.0601696,46.20655671,0,0,137.4838404,9.810485485,
23:25:00,25.86673573,46.20441722,0,0,137.6455099,9.497417246,
23:30:00,23.80981301,47.34658932,0,0,137.879532,8.741659638,
23:35:00,23.94361854,47.61318873,0,0,137.8077248,9.831755651,
23:40:00,23.18825498,47.88436432,0,0,137.4504532,9.772162907,
23:45:00,24.21566092,47.0437776,0,0,138.0603994,8.61743332,
23:50:00,23.10105663,46.10882526,0,0,138.0954227,10.4026097,
23:55:00,25.56446026,47.23240805,0,0,136.6623578,10.28542384,
00:00:00,25.56446026,47.23240805,0,0,136.6623578,10.28542384,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
